Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Long Distance Delivery
Gloria Amul Shopee,"Ice Cream,Beverages",NA,300,Nandanvan,Nandanvan,"M1/64 M.I.G, NANDANVAN COLONY, NEAR HASANBAGH POLICE CHOWKI, NANDANVAN, Zone no.3 -Neharunagar, Nagpur urban, Nagpur-1, Maharashtra -",False,0
Foodie Heist Cafe,"Pizzas,Snacks,Continental",NA,250,Nandanvan,Nandanvan,"G1, Maruti arcade, Nandanvanam Main Rd, Mire Layout, Azamshah Layout, Nagpur, Maharashtra 440009, India",True,0
Dosashiyas & Yerne Amrutulya,"South Indian,North Indian,Street Food,Beverages",NA,300,Ayodhya Nagar,Ayodhya Nagar,"Shop no.5, H no. 4513, Plot no. 117, Near BSP Office, Kashi Nagar, Rameshwari Road, Nagpur-440027",False,0
Cafe Lockdown,Continental,NA,300,Sadar,Sadar,"Teka Naka, Behind Shitla Mata Mandir, Apartment Rai Galaxy-2, Shop No. 3, Nagpur-440014",False,0
RAJESHAHI BIRYANI,Biryani,NA,200,Ayodhya Nagar,Ayodhya Nagar,"HOUSE NO 46865/12, DATTATRYA  NAGAR, WARD NO 20, BEHIND  CHHOTA TAJBAGH, AYODHYA  NAGAR, NAGPUR, Nagpur (Urban),  Nagpur, , Maharashtra, 440024",False,0
Megha Juice and Foods,"Fast Food,Beverages",4.2,400,Pratap Nagar,Tata Topy Nagar,"Tatya Topy Nagar, Whc Road, Nagpur",True,0
Sweet Home Kitchen,"Snacks,Sweets,Fast Food",NA,300,Ayodhya Nagar,Ayodhya Nagar,"Plot No, 22, Manewada Rd, New Dnyaneshwar Nagar, Rameshwari, Nagpur, Maharashtra 440027, India",False,0
SHRI SURYA ICE CREAM AND PIZZA CORNER,Indian,NA,200,Ayodhya Nagar,Ayodhya Nagar,SHOP NO S 3 HOUSE NO 93/V MAHARAJA COMPLEX BHOSALE NAGAR NAGPUR- 440024,True,0
Manu's Missal Co.,"Fast Food,Maharashtrian,Street Food,Beverages",4.3,200,Khamla,Pratap Nagar,"Manu's Missal Co., near Pratap Nagar SQ, Near Pratap Nagar Square, Ganesh Colony, Nagpur, Maharashtra, India",True,0
Fluff Artisan Cafe,"Ice Cream,Beverages,Cafe,Continental,Desserts,American",3.5,250,Bajaj Nagar,Dharampeth,"Fluff Artisan Cafe, Shop No 17, J P Chambers, Wing 1 , South Ambazari Road, Mate Square, Madhav Nagar, Nagpur, Maharashtra, India",False,0
Tea Bar,Beverages,NA,200,Bajaj Nagar,Bajaj Nagar,"PLOT NO. 52, LAXMI NAGAR SQUARE, WHC  ROAD, NAGPUR, Zone no.1 -Laxminagar,  Nagpur urban, Nagpur-1, Maharashtra -  440022",False,0
Monkey's Ranch,"Snacks,Beverages",NA,300,Dharampeth,Dharampeth,"UFG 04, Shree Ganeshvignahar, Mate Chowkta Apartment, Mate Square, Laxminagar, Nagpur, Maharashtra 440010, India",False,0
Burhanpur Jalebi Center,Sweets,4.6,100,Pratap Nagar,Pratap Nagar,"PLOT NO. 37, SHOP NO.2, SONALI APARTMENT, KOTWAL NAGAR, RING ROAD, NAGPUR - 440022",True,0
CHAHA DOT COM,"Chinese,Fast Food,Snacks",NA,150,Nandanvan,Nandanvan,"SHOP NO 1, PONAM CO. OPERATIVE SOCIETY NEAR SBI BANK NEW NADANVAN NAGPUR -09 , Nagpur urban , Nagpur -1 (Maharashtra), -440009",False,0
NP'S CAFE,"Continental,Italian,Chinese",NA,200,Nandanvan,Nandanvan,"POONAM APARTMENT, NEAR JANKI GYAN GANGA CONVENT, NANDANVAN ZONE NO 3 NEHARUNAGAR   NAGPUR 440009",False,0
H.T.C,"Snacks,Fast Food,Beverages",NA,250,Bajaj Nagar,Bajaj Nagar,"15A JP Chamber, Mate Square, Madhav Nagar, Nagpur, Maharashtra 440033, India",False,0
THE SIZZLING KITCHEN,Indian,NA,200,Pachpaoli,Sadar,1563/9 VAISHALI NAGAR BEHIND NIT SWIMMING POOL  NAGPUR,False,0
Kirtan Food Plaza,"South Indian,Pizzas,Chinese",NA,300,Rameshwari,Ayodhya Nagar,"PLOT NO 7, NEW DNYANESHWAR NAGAR, MANEWADA ROAD, NAGPUR, District - Nagpur-1, STATE - Maharashtra",False,0
CHEF'S GALLEY,"Fast Food,Pizzas,Snacks",NA,300,Nandanvan,Nandanvan,"PLOT NO.49, MIRE LAYOUT, NANDANVAN  ROAD, NAGPUR, Zone no.3 -Neharunagar,  Nagpur (Urban), Nagpur, Maharashtra -  440009",False,0
DOSA DESTINATION,"South Indian,Beverages",4.2,150,Wardha Road,Wardha Road,"1174/84, Ring Rd, Pragati Colony, Gajanan Nagar, Nagpur, Maharashtra 440015, India",True,0
Bake My Cake,Bakery,3.8,250,Rameshwari,Wardha Road,"Shop no 4 , nalanda nagar , bhagwan nagar road , near bank of Maharashtra , Nagpur 440027",True,0
Dikshani Pure Veg Restaurant,"North Indian,Maharashtrian,Indian",2.1,300,Ayodhya Nagar,"Ayodhya Nagar,jambudeep nagar near khadse high school",Plot no 151 jambudeep nagar near khadse high school,False,0
MB Snacks,Street Food,NA,150,Pratap Nagar,Pratap Nagar,"9, Pratap Nagar Main Rd, P & T Colony, Kotwal Nagar, Pratap Nagar, Nagpur, Maharashtra 440020, India",True,0
Cake N Joy (Pure Veg),"Bakery,Desserts,Ice Cream",NA,400,Rameshwari,Ayodhya Nagar," plot no.76, manewada road, near venu corner, nagpur",True,0
Sandwich and Burger,Snacks,NA,250,Narendra Nagar,Manish Nagar,"Plot no - 14/A1, Laxmi Niwas, Borkute Layout, Narendra Nagar, Zone no.5- Hanumannagar, Nagpur urban, Nagpur-1, Maharashtra-440015",False,0
Roll Corner,"Fast Food,Chinese,Street Food,Combo",2.8,350,Nagpur,Ayodhya Nagar,2nd floar of scorpion gym mahalaxmi nagar no.2.  3rd lane  backside of bakde sabhagrih manewada road nagpur 440027,False,0
Snowstation Cafe,"Italian,Beverages,Juices",NA,300,Nandanvan,Nandanvan,"Snow station Jamuna society, 1, Dr Ambedkar Square, opposite Ambedkar Garden, Telephone Exchange, Lakadganj, Nagpur, Maharashtra 440008, India",True,0
9 3/4 Central Perk,"Beverages,Chinese,Indian",NA,400,Dharampeth,Dharampeth,"PLOT NO.32,GHATE RESTAURANT, HINGNA ROAD, AMBAZARI,NAGPUR, District - Nagpur-1, STATE - Maharashtra, 440010",False,0
Anna Idli,South Indian,4.0,300,South Ambazari Road,Dharampeth,"ANNA IDLI, SHRADDHANAND PETH SOUTH  AMBAZARI ROAD, Nagpur urban, Nagpur-1,  Maharashtra-440022",False,0
The Antique Oven,Pizzas,3.7,250,Rameshwari,Nandanvan,"Plot No. 177, Space Tower, Flat no. 104, Ayurvedic Layout, Bhande Plot Chowk, Umred Road, Nagpur",False,0
Family Tadka,North Indian,3.4,250,Nandanvan,Nandanvan,3011/F/117 Ramna marothi road kamgar nagar shri prabhu nagar Area : New Nandanwan ramna,False,0
Haaji Babbu Biryani Center,"Biryani,North Indian",NA,300,Nandanvan,Nandanvan,"House no898, husanbag near ring road nagpur 440009",False,0
Hotel Dawat (Mankapur),"North Indian,Mughlai,Chinese",4.1,600,Gittikhadan,Mankapur,"8, Koradi road, Opposite kunal hospital, new mankpur, Nagpur",False,0
Dip's Kitchen,"Biryani,North Indian",NA,300,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO 40 OLD DNYANESHWAR NAGAR NEAR MATA MANDIR MANEWADA ROAD , Zone No.5- hanumangar , Nagpur (Urban), nagpur, Maharashtra-440027",False,0
KISMAT ICE WORLD,"Ice Cream,Beverages,Waffle",NA,200,Gandhibagh,Gandhibagh,615/B OPP NMC GARDEN BESIDES TAJ NURSING HOME MAIN ROAD SHANTI NAGAR ZONE NO 6 GANDHIBAG NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,0
MAVERICK FOOD CLUB,Fast Food,NA,200,Wardha Road,Wardha Road,PLOT NO 10 WARDHA ROAD URVILA COLONY NAGPUR ZONE NO 1 LAXMINAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,0
INFUSION COFFEE & YOU,"Beverages,Fast Food,Snacks",NA,499,Pratap Nagar,Pratap Nagar,"SHRI GANESH VIGHNAHARTA APARTMENT, SHOP NO. 10, UGF MATE SQUARE, OPP. DOMINOS, SHRADDHA NAND PETH, N, Nagpur urban, Nagpur-1 (Maharashtra), - 440022",True,0
Jhanvis kitchen,Beverages,NA,350,Sadar,Sadar,Plot no.1165/6 near bheem garjana budh vihar bank Colony road jaripatka,True,0
THE YUMMYLICIOUS FOOD KITCHEN,"North Indian,Snacks",NA,150,Sadar,Sadar,Q NO 49 BANZAMBAG JARIPATKA NAGPUR URBAN NAGPUR MAHARASHTRA,False,0
CHEF'S KITCHEN,"North Indian,Fast Food,Burgers,Italian",NA,300,Ayodhya Nagar,Ayodhya Nagar,"HOUSE NO 5508 AYODHYA NAGAR ROAD AYODHYA NAGAR , Zone no.5- Hanumannagar , Nagpur(Urban), Nagpur , Maharashtra -440024",False,0
Varhadi Thali Centre & Restaurant,"North Indian,Maharashtrian",4.3,400,Khamla,Khamla Road,"52, Vyankatesh nagar, near Arjuna celebration Hall, Khamla road, nagpur 440025",True,0
Habits Restaurant,"North Indian,Chinese,Italian,Fast Food,Beverages",NA,300,Nandanvan,Nandanvan,"194,195 shree Ambe society, beside Poonam mall, Wardhaman nagar, Nagpur",False,0
Sharanya's Kitchen,"South Indian,Maharashtrian",NA,300,Dharampeth,Dharampeth,"ANUP INGOLE, SUDAM NAGARI, HILL TOP, NEAR BUDDHA VIHAR, AMBAZARI, NAGPUR, ZONE NO- 2, DHARAMPETH, NAGPUR (URBAN), NAGPUR, MAHARASHTRA- 440010",True,0
OM	PAKODEWALA,Indian,NA,200,Seminary Hills,Dharampeth,"TELANGKHEDI,	BADA HANUMAN	MANDIR	CIVIL	LINE	NAGPUR,	-	440001",True,0
Singh's BarbeQ And Currys,"North Indian,Chinese,Biryani",3.7,400,Wardhaman Nagar,Wardhaman Nagar,"Plot 233, Kalamna Market Road, Wardhaman Nagar, Nagpur",False,0
Maharashtrian Mejwani Roti Paratha.Com,"Maharashtrian,North Indian,Home Food",4.1,250,Ayodhya Nagar,Ayodhya Nagar,"Babulkheda, Parvati Nagar, Nagpur",True,0
Biryani Corner,"Biryani,North Indian,Tandoor",NA,250,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2, MANEWADA ROAD, NAGPUR",False,0
Anvi's Kitchen,"South Indian,Chinese",NA,300,Aaasinagar,Sadar,"Shop No.4, Rachana Gokul Appartment, Nagpur Municipal Corporation Zone 09  Aaasinagar, Nagpur, Maharashtra - 440030",False,0
Dinshaws Ice Cream Parlour,"Ice Cream,Desserts",NA,200,Pratap Nagar,Pratap Nagar,"Plot no.208, Sindhi Colony, Khamla, Nagpur  440022",False,0
Arohi Food,"North Indian,Biryani",2.5,200,Ayodhya Nagar,Ayodhya nagar,"Near dadasaheb khadse high school, Ayodhya nagar, Nagpur",False,0
Biryani And Shawarma By MrKyt,"Biryani,Snacks,Arabian,Lebanese",NA,225,Narendra Nagar,Manish Nagar,"laxmi niwas , borkute layout, Narendra nagar",False,0
Swad Paratha Centre,"North Indian,Chinese",2.9,200,Nagpur,Manewada Square,2nd floar scorpion gym plot no. 36 mahalaxmi nagar 2 manewada road nagpur maharashtra 440027,False,0
RX Hideout Cafe,Indian,3.5,300,Wardhaman nagar,Kharib,"House 370/180, Padole Nagar, Wathoda Road , Nandanvan, Kharib, Nagpur",False,0
Craving Windows,"Fast Food,North Indian,Italian,Chinese",NA,250,Bajaj Nagar,Bajaj Nagar,"Plot No. 1, South Ambazari Road, Shradhanan Peth, Above Burger Singh Sq, Nagpur",False,0
The Kebab Factory,"Indian,Kebabs,North Indian,Tandoor,Snacks,Chinese",NA,250,Pratap Nagar,Pratap Nagar,"Shop no,11-12 Galaxy-Mersh Complex, Pratap Nagar Main Rd,Pratap Nagar, Nagpur,Maharashtra 440022",False,0
CAFE BONJOUR MAMA,"Beverages,Fast Food,Chinese,Desserts",NA,150,Wardhaman Nagar,Wardhaman Nagar,"277, SATNAMI LAYOUT, NAGPUR,, Zone  no.3 -Neharunagar, Nagpur urban,  Nagpur-1, Maharashtra - 440008",True,0
ESSENCE BAKERY & CAFE,"Desserts,Snacks,Beverages",NA,200,Pratap Nagar,Pratap Nagar,PLOT NO 50 NEAR POST OFFICE GITTIKHADAN LAYOUT PRATAP NAGAR NAGPUR ZONE NO 1 LAXMINAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,False,0
Jimo,"North Indian,Jain,Kebabs,Biryani,Beverages",4.4,300,Khamla,Wardha Road,"new sneh nagar, wardha road, nagpur",False,0
JIMO EXPRESS,"Thalis,Beverages",NA,300,Wardha Road,Wardha Road,PLOT NO 36 NEW SNEHA NAGAR WARDHA ROAD NAGPUR NAGPUR URBAN NAGPUR 1 MAHARASHTRA-440015,False,0
Temptation,"Fast Food,Pizzas,Beverages,Continental,Pastas",NA,200,Wardhaman Nagar,opposite poonam mall.wardhaman nagar,"shop no 3,shantinath apartment,opposite poonam mall.wardhaman nagar,nagpur-440008",True,0
sukoon,Beverages,NA,150,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO 23 NEW SHBHEDAR LAYOUT NAGPUR, Zone no.3 -Neharunagar, Nagpur (Urban), Nagpur, Maharashtra-440024",True,0
FAMILY HOME KITCHEN PURE VEG,"North Indian,Snacks,Chaat",NA,250,Nandanvan,Nandanvan,"Plot no - 117 Intak kamgar Nagar , near Ramna Maroti mandir Road , new Nandanvan , Nagpur urban , Nagpur-1 (Maharashtra) -440009",False,0
Food Scorpion,"North Indian,Biryani",NA,250,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2, MANEWADA ROAD, NAGPUR 440024",False,0
Sam s PIZZA,Pizzas,NA,250,Nandanvan,Nandanvan,"I\IEERA MAHAL / JAY YOGESH,]OSHI,SHREE YOG SADHANA, PLOT NO.393, HIWARI,NAGAR,JAI BHII\,4 CHOWK, NAGPUR.,,N a g pu r-1, l\il a ha rashtra-440008",False,0
Jeenis Wish Kitchen,Indian,NA,500,Pratap Nagar,Pratap Nagar,"208 Sindhi Colony Khamla, Zone no.1 - Laxminagar, Nagpur urban, Nagpur-1,  Maharashtra - 440025",False,0
Rupa Tiffin Service,"Maharashtrian,North Indian",NA,150,Pratap Nagar,Pratap Nagar,"170a bansilal appt, pandey layout khamla Nagpur maharashtra 440025",True,0
The Mocktail Cafe,"Beverages,Snacks,Pizzas,American",NA,300,Sadar,Sadar,"1563/A/701, Plot no 245, Siddharth Nagar Teka, Near The Golden Tattoo Studio, Nagpur (Urban),Nagpur, Maharashtra, 440017",False,0
Divine Kitchen,"North Indian,Biryani,Continental,Snacks,Chinese,Desserts",3.0,300,Narendra Nagar,Narendra nagar,"Plot no 14/ A1,  Laxmi Niwas,  Borkute Layout, Narendra nagar,  nagpur-15",False,0
THE VEG ROLLS,Snacks,NA,200,Wardhaman Nagar,Hiwari layout,"Temptation, shop No 3, Shantinath Apartment, Opposite Poonam Mall, Wardhaman Nagar, Nagpur 440008",False,0
Rolls & Chinese Corner,"Biryani,Indian,Tandoor,Italian,Chinese,Snacks,Continental,Pizzas",NA,250,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2, MANEWADA ROAD, NAGPUR",False,0
Nitro Hub,"Pizzas,Chinese,American,Fast Food,Beverages",NA,250,Sadar,Sadar,"Plot No. 336, Kasturba nagar, Jaripatka, Nagpur  440014",False,0
Dragon Chinese,"Chinese,Indian,Fast Food,Snacks",3.0,400,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO. 36, MAHALAXMI NAGAR, NAGPUR , Zone no.3 -Neharunagar , Nagpur urban, Nagpur-1, Maharashtra-440024",False,0
New Phalguni Cake Shop,Bakery,4.1,500,Shashtri Nagar,Wardhaman Nagar,"Usha Apartment, Central Avenue Road, Wardhaman Nagar, Nagpur",True,0
House of Tadka,"North Indian,Chinese,Continental,Snacks,Biryani,Desserts",NA,300,Narendra Nagar,Narendra nagar,"Plot no 14/ A1,  Laxmi Niwas,  Borkute Layout, Narendra nagar,  nagpur-15",False,0
Supreme Chinese,"Chinese,Fast Food,Biryani",NA,200,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2,  MANEWADA ROAD, NAGPUR, Nagpur  Muncipal Corporation Zone 03  Hanumannagar, Nagpur, Maharashtra -  440024",False,0
The Roll Factory,"Chinese,Fast Food",NA,200,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2,  MANEWADA ROAD, NAGPUR, Nagpur  Muncipal Corporation Zone 03  Hanumannagar, Nagpur, Maharashtra -  440024",False,0
The Music Cafe,"Pizzas,Snacks,Beverages,American",3.4,200,Wardhaman nagar,Padole Nagar,"370/180, Padole Nagar, Wardhaman Nagar, Nandanvan, Nagpur",False,0
Green Chilli Family Saoji Restaurant,"North Indian,Snacks",NA,150,Wardha Road,Wardha Road,PLOT NO 12 AZAD HIND NAGAR B/H REDISSON BLU NAGPUR 440015,False,0
SPOT SEVEN FOOD CAFE,"Cafe,Chinese,Pizzas,Fast Food,Snacks",NA,200,Sadar,Sadar,FLAT NO GF 01 RAI GALAXY TEKA NAKA ZONE NO 9 ASINAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,False,0
TEMPERATURE FOOD HOUSE,"Chinese,Snacks,Tandoor,American",NA,250,Nandanvan,Nandanvan,PLOT NO 48 ISHWAR NAGAR ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,0
Maharashtrian Roti.com,Maharashtrian,3.8,250,Khamla,"45Old Sneh Nagar ,Wardha Road","45Old Sneh Nagar ,Wardha Road nagpur",True,0
Only 4 You Cafe And Restro,"South Indian,Beverages,Snacks,Punjabi",NA,200,Wardha Road,Wardha Road,"PLOT NO.20, NEAR SHATABDI SQUARE, BEHIND BULLET BAR, OPP. MRF TYRE, MANEWADA RING ROAD, NAGPUR 440027",False,0
Parimal Restaurant,North Indian,NA,700,Narendra Nagar,suyog nagar,"43-C, Saket Nagar, Near Suyog Nagar Square, Dhantoli, Nagpur",False,0
Urban Nukkad,"Thalis,Indian,Fast Food",NA,200,Pratap Nagar,Pratap Nagar,"SHOP  NO  101,102  GOKUL  GOPALENCLUVE, GOPAL NAGAR NAGPUR - 440022",False,0
MUMKINS ENTREE,"Indian,Chinese,Tandoor",NA,500,Pratap Nagar,Pratap Nagar,"SHOP NO. 1,2, PLOT NO.24, MATE CHOWK, GOPAL NAGAR, NAGPUR, NAGPUR- 1, MAHARASHTRA-SHOP NO. 1,2, PLOT NO.24, MATE CHOWK, GOPAL NAGAR, NAGPUR, NAGPUR- 1, MAHARASHTRA-440022",False,0
JD'S CAKE & CHOCOLATE,Bakery,NA,500,Gandhibagh,Gandhibagh,JDS CAKE AND CHOCOLATES SHANTI NAGAR COLONY NEAR NIT GARDEN NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,0
PIZZA N CAFE,"Pizzas,Fast Food,Snacks",NA,200,Omkar nagar,OMKAR NAGAR CHOWK,OMKAR NAGAR CHOWK OMKAR NAGAR ROAD NAGPUR-440027,False,0
Kirti restaurant,"Indian,North Indian,Seafood,Snacks,Chinese",NA,350,Matey Chowk,Matye Chowk,PLOT NO 27 A CEMENT ROAD MATE CHOWK PRATAP NAGAR NAGPUR NAGPUR URBAN NAGPUR MAHARASHTRA,False,0
AARYAS KITCHEN,South Indian,NA,100,Dharampeth,Dharampeth,NEW FUTALA AMRAVATI ROAD NEAR UNIVERSITY CAMPUS ZONE NO 2 DHARAMPETH NAGPUR URBAN NAGPUR MAHARASHTRA 440033,True,0
MB's SHAKES AND BURGERS,Fast Food,NA,298,Dharampeth,Dharampeth,PLOT 9 OPP OF VISHAL PETROL PUMP MATE SQUARE NAGPUR,False,0
Kesariya Sweets & Restaurant,"South Indian,Snacks,Indian,Beverages",NA,300,Pratap Nagar,Pratap Nagar,"HOUSE NO. 3854, MAIN ROAD, SINDHI COLONY, KHAMLA, NAGPUR, Nagpur (Urban), Nagpur, Maharashtra-440025",False,0
MOMO GENIE,Chinese,NA,500,Manish Nagar,Manish Nagar,"PLOT NO. 58, SUYOG NAGAR, NARENDRA  NAGAR ROAD, Zone no.9-Asinagar,  Nagpur (Urban), Nagpur, Maharashtra -  440015",False,0
HAVMOR ICE CREAM (UNM ENTERPRISE),"Ice Cream,Beverages",NA,150,Gittikhadan,MANKAPUR,"1248D, OPPOSITE ALEXIS HOSPITAL, NEAR SAFEWAY MOTORS, MANKAPUR, NAGPUR-440030",False,0
Ds Best Kitchen,"North Indian,Fast Food,Thalis",NA,300,Nandanvan,Nandanvan,"QTR NO. E/154, GAJANAN MAHARAJ MANDIR JAWAL, DARSHAN COLONY, K.D.K COLLEGE CHOWK, NANDANVAN, ZONE NO.5-HANUMANNAGAR, NAGPUR (URBAN), NAGPUR, MAHARASHTRA - 440009",False,0
N-Hide Cloud Cafe,"Fast Food,Italian-American,Beverages",NA,250,Ayodhya Nagar,Ayodhya Nagar,"62 CHANDRA NAGAR, BHAGWAN NAGAR  NAGPUR, Zone no.5-Hanumannagar,  Nagpur (Urban), Nagpur, Maharashtra -  440027",False,0
Bhagat's Kitchen,"North Indian,Chinese,Maharashtrian,Snacks",NA,300,Nandanvan,Nandanvan,"542H+P7V, Lakadganj, Nagpur, Maharashtra 440008, India",True,0
BHAVESH SAOJI KITCHEN,"North Indian,Biryani,Thalis",NA,500,Sadar,Sadar,104/3/A PENSION NAGAR POLICE LINE TAKLI RAMDEVBABA COLLEGE ROAD KATOL ROAD NAGPUR ZONE NO 10 MANGALWARI NAGPUR URBAN NAGPUR MAHARASHTRA,False,0
OHO MOMO,Chinese,NA,250,Pratap Nagar,Pratap Nagar,"Taobao store Shop no 1,,khamla Ring Rd,,urvela colony, Tatya Tope Nagar, Pratap Nagar, Nagpur, Maharashtra 440020, India",False,0
MONA'S KITCHEN,"Indian,Chinese",NA,200,Laxminagar,Dharampeth,"PLOT NO1   AMBAZARI   ROAD   SHARDHANANDPETH   NAGPUR, -   440022",False,0
MY CHOICE MY FOOD,"Maharashtrian,Indian,Snacks,Biryani",NA,200,Sadar,Sadar,"PLOT NO 47,TATHAGAT COLONY,JARIPATKA,ZONE NO 9 ASINAGAR,NAGPUR,MAHARASHTRA",False,0
Dessert Zone,"Ice Cream,Desserts,Bakery",NA,200,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2,  MANEWADA ROAD, NAGPUR, Nagpur  Muncipal Corporation Zone 03  Hanumannagar, Nagpu",False,0
Misal Darbar,Maharashtrian,NA,300,Pratap Nagar,Pratap Nagar,PLOT NO 25 KAILSASH GRUH NIRMAN SOCIETY NEAR PETROL PUMP MATE CHOWK NAGPUR ZONE NO-1-LAXMINAGAR NAGPUR URBAN NAGPUR-1 MAHARASHTRA-440012,True,0
Simply Veg,"Fast Food,North Indian",NA,300,Wardha Road,Wardha Road,"Flat#101, Plot#107A, Sai Meridian Apartment, Pandey Layout, Khamla, Nagpur-440025",False,0
CHOUDHARY RESTAURANT,"Snacks,Chinese,South Indian",NA,200,Nandanvan,Nandanvan,"PLOT NO. 126, VENKATESH NAGAR, KDK COLLAGE ROAD , NANDANWAN, NAGPUR, Zone no.5- Hanumannagar , Nagpur ( Urban ), Nagpur , Maharashtra - 440009",True,0
SOUTH INDIAN SNACKS,South Indian,NA,100,Dharampeth,Dharampeth,NEW FUTALA AMRAVATI ROAD NEAR UNIVERSITY CAMPUS ZONE NO 2 DHARAMPETH NAGPUR URBAN NAGPUR MAHARASHTRA 440033,True,0
fusion cafe and outlet,"Italian-American,Snacks,Fast Food",NA,200,Manish Nagar,Manish Nagar,"SHOP NO: G SH-3, WAJRESHWAR APT, RING ROAD, NARENDRA NAGAR, Nagpur urban, Nagpur-1 (Maharashtra), - 440015",False,0
Cafe Freezing Point,"Beverages,Ice Cream",NA,150,Pratap Nagar,"Naresh Society, Near Ganesh Mandir","10, Naresh Society, Near Ganesh Mandir, Pratap Nagar, Nagpur",False,0
Foodway,"Indian,North Indian",NA,200,Ayodhya Nagar,Ayodhya Nagar,"Plot 620, lane 04, ahuja nagar, jaripatka, nagpur",False,0
Chat Pata Kha,"Snacks,South Indian,North Indian,Fast Food",NA,300,Ayodhya Nagar,Ayodhya Nagar,"5, Mahalaxmi Nagar No.3 Manewada Road, Opposite Gopika super Market, Nagpur 440024",False,0
CAKE DELIGHTS,Bakery,NA,500,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO.-5181, JAWAHAR NAGAR ,MANEWADA ROAD , NAGPUR -1 (Maharashtra),-440009",True,0
"Pooja,s Home Kitchen",South Indian,NA,165,Sadar,Sadar,"43, Vaishali Nagar, Nagpur, Maharashtra 440017, India",False,0
Chai villa,"Beverages,Fast Food,Pizzas",NA,150,Sadar,Sadar,"BADA INDORA, BHIM CHOWK ROAD,  JARIPATKA, Zone no.9-Asinagar, Nagpur  (Urban), Nagpur, Maharashtra - 440017",False,0
The Mealstory,"Chinese,Fast Food,Snacks,Beverages",NA,200,Ayodhya Nagar,Ayodhya Nagar,"H N 2611, JOGI NAGAR, NEAR N R WALDE  HOUSE, RING ROAD SHATABDI CHOWK,  NAGPUR, Zone no.5-Hanumannagar,  Nagpur (Urban), Nagpur, Maharashtra -  440025",False,0
Happy Foods,"Chinese,South Indian,Fast Food,Pizzas,Snacks",3.2,300,Manewada,Ayodhya Nagar,"Manewada Besa Road, Opposite Indian Bank, Near Tata Square, Vaidehi Tower, Nagpur, Maharashtra 440027",False,0
PIZZA HUB,"Pizzas,Snacks",NA,300,Pratap Nagar,Pratap Nagar,"469, Khamla, Nagpur, Maharashtra 440025, India",True,0
Cafe Oliver,"Italian,Fast Food,Chinese,Snacks",3.9,200,Ayodhya Nagar,Ayodhya Nagar,"Cafe Oliver, Shutter no.2, Shubh Nagar,  Manewada Road, Nagpur, Nagpur  Muncipal Corporation Zone 03  Hanumannagar, Nagpur, Maharashtra -  440027",False,0
Shree Krishna Pavbhaji And Chinese Center,"Chinese,Street Food",NA,200,Manish Nagar,Manish Nagar,"KHANDEKAR LAYOUT , NEAR BADAL KIRANA STORES SHATABDI CHOWK BELTARODI ROAD , NAGPUR -440027,Zone no.5- Hanumanangar , Nagpur (Urban), Nagpur , Maharashtra - 440027",False,0
Al Rahman - Jafar Nagar,"Biryani,North Indian,Chinese,Mughlai",4.1,300,Sadar,Sadar,"Plot no.8, A Y Tower, Mansha Chowk, Jafar, Nagar, Main Road, Nagpur",False,0
Shhort Order,Indian,4.1,550,Wardhaman Nagar,Wardhaman Nagar,"Shop No.13, Shree Ambe Society, Wardhaman Nagar, Nagpur",True,0
Shabana's Signature Shop,"Bakery,Fast Food,Desserts",4.0,200,Gittikhadan,Jafar nagar,"Plot 44, Dag Colony, Ahbab Colony, Jafar Nagar, Nagpur, Mankapur, Nagpur",False,0
Jevanam,"Indian,Chinese,North Indian",2.8,300,Khamla,"Pratab nagar, Jevanam","Jaiprakash Nagar, Nagpur440025",False,0
Gulgula Jalebi Center And Dairy,"Sweets,North Indian",NA,300,Ayodhya Nagar,Ayodhya Nagar,"Tajbag Harpur Nagar Umred Road Nagpur, Nagpur Urban, Nagpur-1, Maharashtra, - 440009",False,0
Sugar,"Ice Cream,Beverages",NA,200,Wardha Road,Wardha Road,"38, Wardha Rd, Rajiv Nagar, Somalwada, Nagpur, Maharashtra 440025, India",False,0
